MA10,MA50,RSI,MACD,Signal,Target
,,,,,
4351.170703125,4328.801796875,25.045008740999734,-24.601142938927296,10.365188835697547,1
4330.94033203125,4331.08015625,25.863803257944937,-30.916834304832264,2.108784207591585,1
4308.673046875,4333.52703125,30.227572931887437,-34.1126346279234,-5.135499559511412,1
4287.523095703125,4333.589326171875,33.404087199485176,-34.9499243457667,-11.09838451676247,0
4263.32275390625,4332.918935546875,20.541557671175596,-38.37849309583453,-16.554406232576884,1
4241.792138671875,4332.929814453125,25.897092523721227,-39.09709467029461,-21.062943920120432,0
4230.57939453125,4331.55341796875,15.58159898265211,-43.56466084172007,-25.56328730444036,1
4226.238720703125,4330.485537109375,18.457753579350666,-45.03028301237555,-29.456686446027405,1
4225.047314453125,4329.50369140625,22.669595006551717,-44.04050816160816,-32.373450789143554,0
4223.539453125,4326.841904296875,22.067464706833903,-44.30916991094546,-34.76059461350393,0
4221.72509765625,4324.30767578125,34.07406282277172,-44.03835546521623,-36.616146783846396,0
4217.043212890625,4321.57962890625,37.18087780587204,-45.339652952577126,-38.360848017592545,0
4202.8740234375,4316.90962890625,29.752515517515775,-52.010654760878424,-41.09080936624972,0
4185.862060546875,4311.75908203125,30.0982568392932,-57.6344541379849,-44.39953832059676,0
4170.862280273437,4308.471391601563,27.821008776873455,-62.949464210891165,-48.10952349865565,0
4151.7837890625,4307.282880859375,25.484174400416933,-68.11970835463944,-52.111560469852414,1
4139.547705078125,4306.052841796875,24.724658067219337,-70.28595608839896,-55.746439593561725,1
4127.767236328125,4304.721123046875,26.32968136109524,-69.28058105971104,-58.45326788679159,0
4109.667944335937,4303.084770507812,26.111104142722,-71.11913978673238,-60.98644226677975,0
4087.128369140625,4299.0613671875,18.672181570003673,-76.83725026617412,-64.15660386665863,1
4069.64873046875,4296.69859375,31.128001237992066,-76.42883995946204,-66.61105108521932,0
4052.876611328125,4293.946328125,26.49794528968252,-76.68880904654543,-68.62660267748454,1
4044.7932373046874,4289.441430664063,24.504155610273088,-75.255507244407,-69.95238359086903,1
4041.2514892578124,4283.207788085938,31.706438156923042,-70.64193290002413,-70.09029345270005,0
4038.1261962890626,4275.202490234375,30.580509368374308,-67.45576032240888,-69.56338682664182,1
4038.09306640625,4266.725009765625,34.03278809234537,-63.44749712313205,-68.34020888593986,0
4025.153076171875,4255.386328125,31.163529946560118,-68.77192213333501,-68.4265515354189,1
4011.3904052734374,4245.338764648437,34.39519401097837,-70.91442594447471,-68.92412641723007,0
3999.922314453125,4235.647182617187,34.37648560838379,-73.37021794653401,-69.81334472309086,1
3995.5462158203127,4225.335981445312,37.141549563892156,-73.88883277211926,-70.62844233289654,1
4002.8215087890626,4218.465922851563,53.40934820081345,-60.14578633073006,-68.53191113246325,1
4013.0307373046876,4211.642895507813,52.38706272299281,-47.80349138463362,-64.38622718289733,0
4021.896923828125,4204.628842773437,56.17130607412639,-37.89717083416281,-59.08841591315043,1
4032.5869140625,4197.810092773438,67.2375137721287,-25.616041363818113,-52.39394100328397,0
4044.6942626953123,4191.612241210937,63.606136120645424,-15.804984327351121,-45.0761496680974,0
4051.2063720703127,4184.653715820313,60.03133329538866,-11.65833614227131,-38.392586962932185,0
4068.7950439453125,4178.261547851563,58.739737856351674,-8.628525462524976,-32.439774662850745,0
4072.2939697265624,4169.428916015625,44.03975376729536,-16.15076624858466,-29.18197297999753,1
4079.7675537109376,4161.3734375,47.0397957620628,-20.2748716694814,-27.400552717894303,1
4089.828125,4154.1204833984375,49.058859630270355,-20.64195125283186,-26.048832424881816,1
4100.230712890625,4149.119350585937,70.23228182478996,-7.114148931172622,-22.261895726139976,1
4116.506103515625,4146.079399414062,72.44306402309147,9.140015197547655,-15.981513541402451,1
4136.894873046875,4143.026420898437,75.74033570718532,24.743589573212375,-7.836492918479486,0
4150.1619140625,4139.477094726562,73.52481428031497,35.09337367581793,0.7494804003799969,0
4154.870068359375,4134.375112304688,57.65955967023307,35.871821260613615,7.773948572426721,1
4166.813916015625,4129.937856445313,58.54650995456023,38.12479229202836,13.844117316347049,1
4179.77373046875,4128.769790039062,59.21266804865088,39.9140815248511,19.05811015804786,1
4207.849194335938,4129.107905273438,57.67272782752864,42.924798032478066,23.831447732933903,1
4239.056811523437,4130.692387695312,60.77706863354437,48.878367621060534,28.84083171055923,1
4277.83212890625,4134.774858398438,69.82931389254254,61.6557430950661,35.40381398746061,0
4297.7451171875,4138.434233398438,68.60638504868697,69.49716996072402,42.222485182113296,1
4311.329345703125,4142.157202148437,81.56416208529069,75.37454987194451,48.85289812007954,0
4319.243994140625,4145.140610351563,78.6903274576949,77.57061364822039,54.596441225707714,0
4328.650439453125,4147.702563476562,76.99868311639699,78.00395790429684,59.27794456142554,1
4349.47041015625,4151.604643554688,70.5239803162512,79.62891208358178,63.348138065856794,1
4369.596533203125,4155.498735351563,67.22719523730635,81.4929475208155,66.97709995684853,0
4383.3294921875,4159.319809570313,56.483452690362284,77.38333120715743,69.05834620691031,0
4385.881787109375,4161.036518554687,49.63085895228782,66.42634981873925,68.5319469292761,1
4385.232568359375,4162.729438476563,60.71844371387395,58.614828362642584,66.5485232159494,0
4366.186865234375,4163.304340820312,50.098988928662,45.82137333735227,62.40309324022998,0
4338.90927734375,4161.871069335937,41.5062166906794,27.24237671967603,55.370949936119196,0
4309.783154296875,4160.705190429688,38.19751575795142,11.426915808379817,46.58214311057132,1
4284.70107421875,4161.5060205078125,34.96125948604647,0.581929275004768,37.38210034345801,0
4259.09365234375,4162.348881835937,19.41937493934796,-8.743785730418494,28.156923128682713,0
4230.3392578125,4163.5000390625,20.012801118413506,-16.286645414733357,19.2682094199995,0
4199.1068359375,4164.963344726562,18.61557921366081,-22.489089290167612,10.916749677966079,0
4167.349072265625,4164.880083007813,17.000471684491202,-32.15269240401085,2.302861261570694,1
4145.934423828125,4164.669956054688,19.959936371742373,-37.96189604308711,-5.750090199360867,1
4128.876025390625,4166.5710546875,25.07590283030484,-37.07557742933659,-12.015187645356011,0
