MA10,MA50,RSI,MACD,Signal,Target
4111.827563476562,4168.2441796875,19.692060061421913,-41.95606986506027,-18.003364089296866,0
4104.363940429687,4168.814111328125,21.573150070018272,-45.68911386805485,-23.54051404504846,0
4091.4784912109376,4168.42556640625,22.367465241281877,-53.367105824184364,-29.505832400875644,1
4084.43115234375,4169.433603515625,30.17632652728301,-52.44100703665208,-34.092867328030934,0
4071.5208984375,4168.402763671875,30.499546578730417,-56.61708102338844,-38.59771006710244,1
4081.512060546875,4172.177211914062,56.59636029035886,-41.31082120432529,-39.140332294547015,1
4094.625537109375,4176.269838867188,59.01931407724828,-26.835622306363803,-36.67939029691038,0
4108.3287109375,4181.515209960938,53.46354553327399,-19.77884613495371,-33.29928146451904,1
4121.922900390625,4186.776455078125,55.165560820486235,-12.715989109163274,-29.18262299344789,0
4124.9509765625,4191.576787109375,52.532817263650685,-10.461233639706734,-25.438345122699662,0
4127.369482421875,4194.608833007813,48.07090495460394,-15.059153218847314,-23.362506741929195,0
4125.6646484375,4193.382739257812,49.03046414327183,-22.16659974969025,-23.123325343481405,0
4126.413012695312,4191.102021484375,45.74917844158549,-30.799449950317467,-24.658550264848618,1
4131.190576171875,4191.292333984375,49.00100996343058,-27.664464722564844,-25.259733156391864,0
4141.756689453125,4190.23671875,52.54827475304894,-25.774636865664434,-25.362713898246376,1
4130.526513671875,4189.343662109375,53.20122353624412,-23.45472379056355,-24.98111587670981,0
4108.130541992187,4187.654672851562,52.010900290088365,-28.264688983220367,-25.637830498011926,0
4089.025390625,4185.561279296875,46.04530279580843,-33.67593039218809,-27.24545047684716,1
4074.1773193359377,4187.153125,53.58127722490561,-32.827130562124694,-28.36178649390267,1
4063.6459228515623,4188.3524609375,36.739284280086814,-31.768250356772114,-29.04307926647656,1
4062.46640625,4189.136489257812,35.38359628467404,-29.600105159766372,-29.154484445134525,0
4062.0054931640625,4185.7376953125,36.50635481453121,-30.667549965313356,-29.457097549170292,0
4065.2565673828126,4180.852114257813,34.412908564335964,-31.510198682661212,-29.867717775868478,1
4060.345166015625,4175.982392578125,41.377784453919425,-28.775056079498427,-29.64918543659447,0
4054.9580322265624,4171.195942382812,46.74192176048575,-27.565340571485194,-29.232416463572616,0
4048.0593505859374,4167.981518554688,50.52507373398076,-26.963665329883497,-28.778666236834795,0
4044.5158447265626,4163.19505859375,49.331911506592114,-30.40334681685681,-29.1036023528392,1
4044.1837890625,4158.443291015625,33.81131451712881,-32.15479134524048,-29.71384015131946,0
4030.678857421875,4151.719057617188,28.936943083179358,-38.964241337012936,-31.563920388458154,0
4015.8209228515625,4143.705283203125,26.933579250772283,-44.91479440293733,-34.234095191353994,0
3995.77412109375,4132.724887695313,30.18408771719895,-52.227819536177776,-37.83284006031875,1
3982.065966796875,4122.601865234375,36.513606792244566,-55.409195094571714,-41.34811106716935,0
3965.7955810546873,4111.745361328125,23.009959309050387,-59.67004660737075,-45.01249817520963,0
3942.6166259765623,4100.656918945312,21.12766836558434,-64.80318261136745,-48.9706350624412,0
3912.1870849609377,4087.903271484375,15.044727739065891,-75.13143910717554,-54.20279587138806,0
3882.1193359375,4074.5113037109377,16.239513187707857,-82.73881272339622,-59.9099992417897,1
3857.993798828125,4060.87451171875,17.67131021550695,-87.2342449522207,-65.3748483838759,0
3822.1771728515623,4046.2128271484376,7.630426306149758,-98.49142379479281,-71.99816346605928,0
3789.0714111328125,4032.356982421875,7.204500774672596,-109.8299006082625,-79.56451089449993,0
3755.6088623046876,4017.7805419921874,7.090763517289162,-118.80586714856508,-87.41278214531297,0
3713.294970703125,4002.1465087890624,6.227507413793305,-134.70806718503673,-96.87183915325772,1
3669.50419921875,3988.720849609375,6.564465424269031,-144.85704523625327,-106.46888036985685,1
3632.587353515625,3976.306201171875,13.537291867259611,-148.07402229380887,-114.78990875464726,1
3600.2596923828123,3963.768642578125,16.02899764898514,-147.72096725044048,-121.37612045380591,1
3582.1704833984377,3952.5186376953125,24.619583275927738,-141.4476844922765,-125.39043326150004,1
3565.4986572265625,3941.54318359375,22.699265410465088,-134.1617376985746,-127.14469414891495,0
3546.03662109375,3930.26046875,23.04134578152562,-128.62840632749248,-127.44143658463047,0
3536.094970703125,3919.9620068359377,23.730152869064327,-123.96195370770602,-126.74554000924559,0
3523.8686279296876,3907.9438232421876,24.597786446431044,-124.35693506643929,-126.26781902068433,1
3513.8080322265623,3894.766943359375,25.47747303255362,-122.86572620055176,-125.58740045665782,0
3515.240283203125,3882.829052734375,23.975424962624274,-121.3527987634543,-124.74048011801712,0
3515.701171875,3870.9882958984376,29.94359570181031,-118.78451887668598,-123.5492878697509,0
3512.236962890625,3860.4578955078123,33.362643536976336,-115.46608714860713,-121.93264772552214,1
3513.832763671875,3849.64896484375,44.47546668796844,-106.32782296038567,-118.81168277249486,1
3511.503466796875,3840.5151513671876,64.25246218359877,-96.77439036198075,-114.40422429039204,1
3513.262841796875,3827.89333984375,68.17818204341873,-84.16600438154092,-108.35658030862182,1
3520.0128662109373,3815.3379345703124,67.28549238136463,-71.05127791352879,-100.89551982960322,0
3526.0095703125,3803.4981787109373,61.97547194894975,-61.702074722517864,-93.05683080818616,1
3540.3818359375,3791.6356103515627,57.483390352542976,-52.456389079233304,-84.93674246239559,0
3549.808056640625,3779.738359375,49.3117261031115,-48.17689342280073,-77.58477265447662,0
3555.0712890625,3768.3694140625,45.15164425492883,-48.65146793003714,-71.79811170958874,0
3559.6555419921874,3757.786474609375,46.01294987015672,-49.01048894309179,-67.24058715628935,0
3550.3432861328124,3745.2439501953127,38.91577692409591,-59.86620629798563,-65.76571098462861,0
3524.2006591796876,3728.2509814453124,31.228364518137425,-75.89259859828144,-67.79108850735918,0
3494.063525390625,3710.9765185546876,30.577503333699823,-89.58840630145278,-72.15055206617791,1
3460.7595458984374,3693.9399462890624,32.78397829531217,-97.80338731830852,-77.28111911660403,0
3420.0067626953123,3677.7131787109374,30.441886377788634,-106.78991849010254,-83.18287899130374,0
3379.9329345703127,3661.6796875,21.867849281021066,-113.8076209024116,-89.30782737352531,1
3339.98798828125,3644.797744140625,22.09909924923548,-116.68840233072387,-94.78394236496503,1
3307.04580078125,3628.4183349609375,18.623558781185423,-115.59146488154465,-98.94544686828097,1
3282.0777099609377,3612.2916748046873,18.087997248853867,-111.4301366846421,-101.4423848315532,1
3260.038623046875,3597.3931005859376,22.095907173678796,-105.10508643727917,-102.17492515269839,0
3251.2418212890625,3582.4410009765625,19.646729925445328,-99.52109487382086,-101.64415909692289,1
3262.5017578125,3568.6822998046873,34.12510881227605,-86.21578852568291,-98.5584849826749,0
3275.144384765625,3555.0137890625,36.782436370158734,-75.71027654697036,-93.988843295534,1
3290.51279296875,3542.430634765625,42.056479930962084,-62.9478525965892,-87.78064515574505,0
3310.0293212890624,3530.8158740234376,54.31413342322318,-52.58726735836672,-80.74196959626939,1
3333.9170166015624,3519.6263330078127,72.02850906063536,-41.57769579335354,-72.90911483568621,0
3354.2859619140627,3509.5191650390625,73.24957875134439,-33.96465772500687,-65.12022341355035,0
3369.8674560546874,3499.2276416015625,67.6918696523123,-29.40783692815421,-57.977746116471124,1
3385.270556640625,3490.1909619140624,78.28922207356692,-23.6602317697575,-51.11424324712841,1
3398.988623046875,3480.7776318359374,81.94011299824064,-18.43678558382271,-44.57875171446727,0
3411.9434814453125,3471.6705810546873,77.6621933149564,-15.312373970489716,-38.725476165671765,1
3415.5018310546875,3463.2593408203124,76.20464163017354,-12.389522980857237,-33.45828552870886,0
3419.337744140625,3456.4439208984377,72.26071034433018,-10.638320154083885,-28.89429245378387,1
3436.425830078125,3453.29193359375,81.45260023676936,5.095287716760595,-22.09637641967498,0
3443.512841796875,3447.9196826171874,67.49827363275367,9.030238298641507,-15.871053476011683,1
3451.0656982421874,3445.4040380859374,63.34842308683828,14.674900947174592,-9.76186259137443,1
3463.57451171875,3444.41978515625,66.88127729079429,21.397077561834067,-3.5300745607327304,0
3476.4897216796876,3443.4038134765624,61.32321634996938,24.949217944765223,2.1657839403668606,0
3482.88291015625,3444.1085498046873,56.99426387633108,24.08747453066917,6.550122058427323,0
3486.6791748046876,3444.212626953125,52.43489119630598,21.516902612580452,9.543478169257948,1
3494.678076171875,3444.0887255859375,56.69454382785563,21.43210781525204,11.921204098456766,0
3497.463330078125,3442.700068359375,54.073689197643155,17.262847753211645,12.989532829407741,1
3504.8278564453126,3440.9753955078127,55.20816890250051,16.772615442993356,13.746149352124865,1
3496.5910888671874,3439.510419921875,56.48599572520447,17.992261177802902,14.595371717260473,0
3494.975439453125,3437.7074462890623,54.325373273168104,15.690703510918866,14.814438075992154,0
3489.920361328125,3436.1691162109373,53.95591318411437,13.629606420643086,14.577471744922342,1
3481.812451171875,3436.0085498046874,54.74860787393545,11.891111471723889,14.040199690282652,0
3472.10869140625,3435.0639453125,33.05268878499504,7.649808247108922,12.762121401647907,0
3465.269482421875,3434.1143896484373,41.2224144014134,3.164346501005184,10.842566421519363,0
3456.0414794921876,3432.2806884765623,31.23201637001597,-3.9124713825281106,7.8915588607098694,1
3444.65771484375,3430.5728759765625,26.32773415498791,-8.957703290303016,4.521706430507292,0
3437.1309814453125,3427.3597119140627,26.986649309117666,-13.590189024567735,0.8993273394922867,1
3427.187353515625,3424.1121728515627,33.61003799861108,-16.0197529060124,-2.4844887096086508,1
3418.763720703125,3420.610595703125,43.164883957964776,-14.73329257256728,-4.934249482200377,1
3418.2660888671876,3417.3580908203126,45.41466567182443,-10.286826014198141,-6.00476478859993,1
3418.767578125,3414.7207177734376,54.14760049843703,-5.967949639245489,-5.997401758729042,0
3415.4593994140623,3411.0240625,41.98059891945153,-5.523607277830706,-5.902642862549376,1
3416.740673828125,3408.45046875,39.83338959843148,-4.195149789225525,-5.561144247884606,1
3424.4299560546874,3407.986123046875,54.590866217243594,0.9299474839885988,-4.262925901509965,1
3438.4399658203124,3408.0375732421876,57.389846172191746,6.450408909054204,-2.120258939397132,0
3445.4899658203126,3409.6022119140625,47.96949814903831,5.60460023296946,-0.5752871049238135,0
3450.7799560546873,3412.6755712890626,48.84307344173097,2.692312334165763,0.07823278289410174,1
3455.9299560546874,3416.485458984375,52.13084373557167,1.3132531071137237,0.32523684773802614,0
3453.0999755859375,3419.078681640625,52.41980174623081,-3.1405651216759907,-0.3679235461447773,0
3445.8499755859375,3422.5267333984375,51.25761283675208,-6.849520167774244,-1.6642428704706709,1
3443.139990234375,3427.36212890625,58.72601736329312,-5.337726593539173,-2.3989396150843714,0
3443.9,3431.80646484375,56.98690809845224,-4.331760384738573,-2.785503769015212,0
3443.4400146484377,3435.7293115234374,52.558660090316366,-3.5500819911590042,-2.9384194134439703,1
3440.010009765625,3439.5725830078127,49.873288919140045,-1.2299704475008184,-2.5967296202553403,0
3431.45,3442.3198486328124,44.42389867393754,-1.9748445526042815,-2.4723526067251287,0
3428.6400146484375,3445.0818505859374,48.429861815460406,-3.046463544963899,-2.587174794372883,0
3426.32001953125,3445.4392236328126,43.730816797088586,-5.646205336185631,-3.198980902735433,1
3424.730029296875,3446.402587890625,38.28483920367535,-6.103026336872972,-3.779789989562941,0
3426.5400146484376,3446.2841259765623,33.586808365140186,-7.037546007005858,-4.431341193051525,0
3428.12001953125,3446.144873046875,41.21307158770222,-8.128266021987656,-5.170726158838751,0
3422.02001953125,3444.9827294921874,42.03014295104312,-10.677075724713632,-6.271996072013727,0
3416.0400146484376,3444.157275390625,38.91870814067253,-12.695923965563907,-7.556781650723764,0
3398.5300048828126,3441.4618212890623,29.82289392165886,-23.38652103214963,-10.722729527008937,0
3373.3900146484375,3437.196474609375,25.597197021006437,-35.9151973136527,-15.76122308433769,0
